row_index,point_index,frame_id,s,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,paint
0,0,world,0.0,3.5381131299322464,0.3001510961464478,-0.43999390193894616,0.00698753965307416,0.9293933151726128,-0.3686039007483193,-0.017618296035097118,0
0,1,world,0.04,3.498141868341962,0.30119016385009406,-0.4388900064781937,0.006987539653074496,0.9293933151726128,-0.36860390074831934,-0.017618296035096986,0
0,2,world,0.08,3.458170606751677,0.3022292315537403,-0.43778611101744125,0.006987539653074831,0.9293933151726128,-0.36860390074831934,-0.01761829603509685,0
0,3,world,0.12,3.418199345159649,0.3032682992258845,-0.4366822155901565,0.0069875391114760915,0.9293933151985238,-0.3686039007586088,-0.017618294667782065,1
0,4,world,0.16,3.3782280835524343,0.304307366623593,-0.4355783204544302,0.006987537830614602,0.9293933152599742,-0.36860390078310507,-0.017618291421673905,1
0,5,world,0.2,3.3382568219454054,0.30534643402463657,-0.4344744253151603,0.0069875435198243204,0.9293933149877601,-0.36860390067498794,-0.01761830578700619,1
0,6,world,0.24,3.2982855604609402,0.3063855036405797,-0.4333705278228027,0.006987511439383295,0.9293933165210431,-0.3686039012830579,-0.017618224905207754,1
0,7,world,0.28,3.2583142979433446,0.3074245545860462,-0.43226665016577875,0.00698719408352513,0.9293933316895062,-0.36860390729902814,-0.017617424721227945,1
0,8,world,0.32,3.2183430314850856,0.3084635343116779,-0.431162848172017,0.006990843876618833,0.9293931572024156,-0.3686038380964196,-0.017626627238567328,1
0,9,world,0.36,3.178371856988577,0.30950417424546495,-0.4300572823891971,0.006995978324578077,0.9293929115828049,-0.3686037406818372,-0.017639573188588508,1
0,10,world,0.4,3.1384004980199425,0.3105414270310364,-0.42895531507982293,0.006696979247075946,0.9294069143451039,-0.3686092942753668,-0.01688568062865693,1
0,11,world,0.44,3.098423383437451,0.31146729247989663,-0.42797168459773083,0.005847339162804498,0.9294433659692206,-0.36862375124475455,-0.014743408654925561,1
0,12,world,0.48,3.0584409620782322,0.31227999686574104,-0.42710827533256035,0.005774350402036991,0.9294462669906863,-0.36862490181038315,-0.014559375666479475,0
0,13,world,0.52,3.0184585081426847,0.31309195330249473,-0.4262456606812569,0.005774350402036997,0.9294462669906863,-0.36862490181038315,-0.014559375666479473,0
1,0,world,0.0,3.006068596133861,0.34573555592409644,-0.49996354955309996,-0.01268745253278878,0.8911421713810117,-0.45285906284936694,0.02496654020398229,0
1,1,world,0.040000000000000036,3.0460065716341203,0.34753417424822114,-0.49865088620523984,-0.012687452532788855,0.8911421713810117,-0.452859062849367,0.024966540203982254,0
1,2,world,0.08000000000000007,3.0859444409634995,0.3493343262333688,-0.4973371035645394,-0.012660971207633032,0.891143629796532,-0.4528598039846551,0.024914429877497386,1
1,3,world,0.1200000000000001,3.1258836146461717,0.3511151056258511,-0.4960374593833466,-0.011731922940881505,0.8911928654571656,-0.4528848244757098,0.02308623620171139,1
1,4,world,0.16000000000000014,3.165837381628456,0.35266641069042753,-0.4949052896104129,-0.01041855283905001,0.8912560660213859,-0.45291694162753865,0.02050176879149375,1
1,5,world,0.19999999999999996,3.2057960731644486,0.35413443323621385,-0.49383390088728113,-0.010329245766379216,0.8912600912658611,-0.4529189871691587,0.020326029133356453,1
1,6,world,0.24,3.2457541854536363,0.3556127052226742,-0.49275503194173154,-0.010323696192046938,0.8912603402517122,-0.4529191136982137,0.020315108618003837,1
1,7,world,0.28,3.2857135746407398,0.3570680203600634,-0.4916929173091754,-0.009596217810256423,0.8912918201391372,-0.4529351110921439,0.018883566843930968,1
1,8,world,0.32000000000000006,3.325682422652217,0.35834193715922,-0.49076319038042904,-0.008644125217983082,0.8913295444181175,-0.45295428175010954,0.0170100261860253,1
1,9,world,0.3600000000000001,3.365654311676806,0.35955305636990764,-0.4898792942383543,-0.008511869454302285,0.8913344730782,-0.4529567863878299,0.016749771521134518,1
1,10,world,0.4,3.4056259243756544,0.3607701116634607,-0.48899106583840013,-0.008568913863641416,0.891332356576736,-0.45295571082774905,0.016862024287979532,1
1,11,world,0.44000000000000006,3.4455970277269503,0.3619980269434229,-0.4880949116289919,-0.00837540163658976,0.8913394790188246,-0.45295933029819485,0.016481228282110696,1
1,12,world,0.4800000000000001,3.4855728663819416,0.3631172354769299,-0.48727809351875623,-0.00630529117522074,0.8914054903841998,-0.4529928758376769,0.01240763701963626,1
1,13,world,0.52,3.5255641440969443,0.36377027454420663,-0.4868014940997263,-0.002941663693502296,0.8914730446438853,-0.45302720544263564,0.005788645516152379,1
1,14,world,0.56,3.5655630503495708,0.36400521050311746,-0.4866300336969158,-0.0015219260991478785,0.8914868078198551,-0.45303419958929964,0.0029948667075715557,1
1,15,world,0.6000000000000001,3.605562137468679,0.36422322387408546,-0.48647092369699274,-0.0015761113363601481,0.8914864432416726,-0.4530340143186014,0.00310149314701193,1
1,16,world,0.64,3.645561187686653,0.3644413487335285,-0.4863117323308162,-0.0001573983861365059,0.891491784488415,-0.45303672862399297,0.0003097306571029773,1
1,17,world,0.68,3.6855583461896146,0.36414396636164065,-0.4865287672262359,0.0041140283066319495,0.8914550792665898,-0.45301807582887615,-0.008095640381887492,1
1,18,world,0.7200000000000001,3.7255458479979926,0.36333679825702486,-0.4871178527327491,0.005606374290243829,0.8914235727888199,-0.45300206492236467,-0.011032298935708796,1
1,19,world,0.76,3.765533514202507,0.362535951596312,-0.4877023247381064,0.00859213853388137,0.8913314908281526,-0.4529552708733139,-0.01690772609076996,1
1,20,world,0.8,3.805470538466554,0.36079000541265266,-0.48897654702967575,0.01735085675740847,0.8908377721148969,-0.4527043737646921,-0.03414324995469772,1
1,21,world,0.8400000000000001,3.8452913534222875,0.35774063960175484,-0.4912020279338197,0.023363518655109917,0.8903055614719843,-0.45243391589608645,-0.045975047091223846,1
1,22,world,0.8800000000000001,3.885036676264507,0.3541140442619072,-0.49384878112002056,0.03064338942829823,0.889450139389625,-0.45199920900544266,-0.06030047497803399,1
1,23,world,0.92,3.9245308389959037,0.3490122699896312,-0.4975721458864336,0.040281403250984484,0.8879608962344708,-0.4512424080363317,-0.0792662885480306,1
1,24,world,0.9600000000000001,3.9637739343568295,0.3427611536597705,-0.5021343207399612,0.04758402161647522,0.8865607184255057,-0.4505308681370483,-0.09363647946891025,1
1,25,world,1.0,4.002745291696213,0.3354917249031157,-0.507439677947073,0.056530172684214106,0.8845242642828947,-0.4494959864490593,-0.11124083619464631,1
1,26,world,1.04,4.041265038922386,0.32679096322610224,-0.5137896471421419,0.06480173694813285,0.8823247280851426,-0.44837823000851745,-0.12751773191369586,1
1,27,world,1.08,4.079480860395863,0.3172508509476742,-0.5207521891970014,0.07009419609474868,0.880756707123438,-0.44758139586986895,-0.1379323044181069,1
1,28,world,1.12,4.117428353858641,0.307035806905096,-0.5282073083468581,0.07455064182574003,0.879338553583584,-0.4468607210955685,-0.14670175843134595,1
1,29,world,1.1600000000000001,4.155161489305678,0.2963138528926478,-0.5360323793253984,0.07783246943495997,0.8782367440502148,-0.446300805463736,-0.15315978305075387,1
1,30,world,1.2000000000000002,4.1926975566346805,0.2851500886417778,-0.5441798912014351,0.08067020976698634,0.877244585885773,-0.44579661227149847,-0.15874392674210963,1
1,31,world,1.24,4.2301036718530955,0.2737043921139791,-0.5525331622213331,0.08130946791716114,0.8770160204485661,-0.4456804602892118,-0.1600018675515535,0
1,32,world,1.28,4.267500188830343,0.2622382085703795,-0.5609013850263813,0.08130946791716098,0.8770160204485661,-0.4456804602892118,-0.16000186755155354,0
1,33,world,1.32,4.30489670580759,0.2507720250267798,-0.5692696078314295,0.08130946791716086,0.8770160204485661,-0.4456804602892118,-0.16000186755155366,0
2,0,world,0.0,4.222618611615095,0.30545601154672225,-0.6021988093371814,0.07990782288885888,0.8369164963484604,-0.5263478290966542,-0.1270569981788467,0
2,1,world,0.04,4.184431163356397,0.31618588721586893,-0.597042399383161,0.07990782288885862,0.8369164963484604,-0.5263478290966542,-0.12705699817884683,0
2,2,world,0.08,4.146243715097699,0.32691576288501567,-0.5918859894291406,0.07990782288885837,0.8369164963484604,-0.5263478290966542,-0.12705699817884697,0
2,3,world,0.12,4.1080522973295786,0.3376341430813636,-0.5867351038047762,0.07967332404257928,0.836973017902101,-0.526383376248202,-0.12668413456072306,1
2,4,world,0.16,4.069824132625797,0.348245471845901,-0.5816356634241033,0.07751147773256024,0.8374860911900619,-0.5267060548081745,-0.12324670263870995,1
2,5,world,0.2,4.03142822103789,0.3583477689036341,-0.5767808462097008,0.06921244181658136,0.8393220535534304,-0.5278607157683735,-0.11005086580822313,1
2,6,world,0.24,3.9925491823819006,0.3668079735512922,-0.5727151622443521,0.05815167249638923,0.8414411195135757,-0.5291934243133931,-0.09246374987571249,1
2,7,world,0.28,3.9533742716712754,0.37408582412424574,-0.5692176770641498,0.04922761797701634,0.8428795092048034,-0.530098046573768,-0.07827410561388796,1
2,8,world,0.32,3.9139305764659134,0.38006448405634,-0.5663445383124864,0.040382100393812,0.8440674519750608,-0.530845159459275,-0.06420933859470489,1
2,9,world,0.36,3.8743190083992185,0.38507200073456904,-0.563938097675081,0.03404880875997449,0.8447731399814241,-0.5312889759597311,-0.05413912274512993,1
2,10,world,0.4,3.8345907688154064,0.3892580911858401,-0.5619264062876929,0.027015739354430968,0.845415557598357,-0.5316930008767079,-0.042956229076979754,1
2,11,world,0.44,3.7947450518539623,0.392413474700593,-0.5604100372759805,0.021426776719147552,0.8458202940368658,-0.5319475449634955,-0.03406952952606969,1
2,12,world,0.48,3.754856095949895,0.39509387719034744,-0.5591219278416187,0.01744208259455773,0.846051739066081,-0.5320931037965935,-0.027733688361488852,1
2,13,world,0.52,3.7149203463500147,0.3971281194376828,-0.5581443408409409,0.012612137723387304,0.8462686011615709,-0.532229491230538,-0.0200538608394279,1
2,14,world,0.56,3.674950521514556,0.3985050446280915,-0.5574826378560517,0.005566713271865566,0.8464598967131833,-0.5323497995275556,-0.00885132208358137,1
2,15,world,0.6,3.634952620758784,0.39862278285038627,-0.557426056907667,-0.0017384711150609787,0.8465016607116373,-0.532376065457257,0.0027642465289055896,1
2,16,world,0.64,3.5949561308757807,0.39815503626482257,-0.5576508398617411,-0.00465031651172671,0.8464738792772462,-0.532358593346553,0.007394210421018954,1
2,17,world,0.68,3.55496536069374,0.3973826612899127,-0.5580220167636611,-0.006168748229164653,0.8464493453931965,-0.5323431636630669,0.009808584500913427,1
2,18,world,0.72,3.514977765001741,0.3964868769790291,-0.5584524999565446,-0.007566045756886277,0.8464206834251998,-0.5323251377733254,0.012030349796772907,1
2,19,world,0.76,3.4749978626021436,0.39534522824638013,-0.5590011371514707,-0.008684762440066376,0.8463935312663593,-0.5323080614223863,0.013809159154819976,1
2,20,world,0.8,3.4350198031448533,0.3941512771444179,-0.5595749090698604,-0.008891898574921599,0.8463880936331816,-0.5323046416228784,0.014138514860516328,1
2,21,world,0.84,3.395042449862495,0.39293826361456674,-0.560157841736795,-0.00896909330021505,0.8463860343656896,-0.5323033465224255,0.014261257908064758,1
2,22,world,0.88,3.3550651803168146,0.39172300613283095,-0.5607418527699829,-0.008973348545441207,0.8463859203337171,-0.5323032748060731,0.014268023950751949,1
2,23,world,0.92,3.3150879131555375,0.3905076849524421,-0.5613258944145576,-0.008974036000165476,0.846385901906444,-0.5323032632171864,0.014269117009047937,1
2,24,world,0.96,3.27511057126324,0.38929436740273987,-0.5619089731829968,-0.008865021811728414,0.8463888064263368,-0.5323050899080143,0.014095779598858377,1
2,25,world,1.0,3.235132129952255,0.3881109312118714,-0.5624776919960291,-0.008702408874465365,0.8463930730166397,-0.5323077732231853,0.013837217762423184,1
2,26,world,1.04,3.1951570979336257,0.3868436864707236,-0.5630866863216789,-0.013805562532020045,0.8462215053251531,-0.5321998720377019,0.021951459438049527,1
2,27,world,1.08,3.155263685996856,0.38427519480942846,-0.5643210152531132,-0.023591169656211244,0.8456746577270298,-0.531855952366256,0.03751101071826383,1
2,28,world,1.12,3.115470562488807,0.3806139682584281,-0.5660804750654749,-0.027192294112815586,0.845401246758699,-0.5316840006004314,0.04323695901933968,0
2,29,world,1.16,3.075682217313271,0.3769100211325859,-0.567860464919763,-0.02719229411281569,0.845401246758699,-0.5316840006004313,0.04323695901933962,0
2,30,world,1.2,3.035893872137735,0.3732060740067437,-0.5696404547740513,-0.027192294112815804,0.845401246758699,-0.5316840006004313,0.04323695901933954,0
3,0,world,0.0,3.112308657614997,0.4116309723232527,-0.6106709688148462,-0.009291178689685481,0.8396768878659547,-0.5428165726217518,0.014372420445980012,0
3,1,world,0.040000000000000036,3.15228480634692,0.41289035725869677,-0.6101039748575893,-0.009291178689685632,0.8396768878659547,-0.5428165726217518,0.014372420445979918,0
3,2,world,0.08000000000000007,3.1922609983872445,0.41414859520218295,-0.609537497293288,-0.00915209845998454,0.8396805427915639,-0.5428189353806836,0.014157278807204606,1
3,3,world,0.12,3.23223958065845,0.41534153884590586,-0.6090004162005241,-0.008560856925692324,0.8396954647637149,-0.5428285818221481,0.013242693868775307,1
3,4,world,0.16000000000000003,3.272220757048076,0.41646037008506076,-0.6084967016221319,-0.008316744977621872,0.8397013351226693,-0.5428323767678129,0.012865079820633344,1
3,5,world,0.20000000000000007,3.312201944619499,0.4175788772475533,-0.6079931329479061,-0.008330357697519952,0.8397010122383057,-0.5428321680363506,0.012886137185037571,1
3,6,world,0.24,3.3521830950527876,0.4186984879025604,-0.6074890674648257,-0.008333190123426442,0.8397009449888216,-0.5428321245624761,0.012890518617786508,1
3,7,world,0.28,3.392164247396319,0.4198180418382285,-0.6069850275176406,-0.00833277307112825,0.839700954892012,-0.5428321309641447,0.012889873518151471,1
3,8,world,0.32000000000000006,3.4321454023362103,0.42093751867635537,-0.6064810222809234,-0.008331653972842627,0.8397009814638947,-0.5428321481417892,0.012888142395999702,1
3,9,world,0.36,3.4721265623568067,0.42205684458492754,-0.6059770849949521,-0.008344194912582353,0.8397006834877528,-0.5428319555126436,0.012907541817909547,1
3,10,world,0.4,3.5121075320527586,0.4231818036899875,-0.6054706115595645,-0.00836128486735844,0.8397002767039091,-0.5428316925435832,0.012933978081553457,1
3,11,world,0.44000000000000006,3.552089107925244,0.42428794793691815,-0.6049726088550593,-0.0072119684708838346,0.8397257788226669,-0.5428481786142775,0.011156113418310937,1
3,12,world,0.48000000000000004,3.5920796238751853,0.42507120592996694,-0.6046199743772813,-0.0039760223041056825,0.839777359942998,-0.5428815236872891,0.006150464435556165,1
3,13,world,0.52,3.632078077596131,0.42534448539069786,-0.6044969398716942,-3.180057971153985e-05,0.8397998809632454,-0.5428960826005207,4.919197598558107e-05,1
3,14,world,0.56,3.672077051864535,0.4251107965286823,-0.6046021500968696,0.004704527126068706,0.8397683503324134,-0.5428756993445596,-0.007277380411420588,1
3,15,world,0.6000000000000001,3.712057052694306,0.4240095419437231,-0.6050979514023322,0.0120749883777614,0.8395921331082086,-0.5427617821569057,-0.01867866452251781,1
3,16,world,0.64,3.751989784144442,0.42190946814336394,-0.6060434360759097,0.019218082438342388,0.8392735396865624,-0.5425558246134164,-0.029728236870640527,1
3,17,world,0.68,3.791844736033708,0.41882618016146717,-0.6074315784976713,0.02818203016709355,0.8386676128820828,-0.5421641178558172,-0.04359446740073247,1
3,18,world,0.72,3.831533949254713,0.41430915209872643,-0.6094652121741208,0.037420587501083326,0.8378025499546059,-0.5416048902523597,-0.057885488469592766,1
3,19,world,0.76,3.8710895907203957,0.40888883584001456,-0.6119055197231591,0.043721899251741574,0.8370720584274429,-0.5411326575241092,-0.06763291718356826,1
3,20,world,0.8,3.9104654847397584,0.40248320022089495,-0.6147894328034341,0.051811830055634986,0.835966672974553,-0.5404180712927845,-0.08014714069965169,1
3,21,world,0.8400000000000001,3.9496138629724937,0.39499914955343474,-0.6181588644877632,0.05431425753875343,0.8355864996328979,-0.540172304864182,-0.08401811778998794,0
3,22,world,0.88,3.9887307864387913,0.3873773700348618,-0.6215903037633563,0.05431425753875345,0.8355864996328979,-0.540172304864182,-0.08401811778998794,0
3,23,world,0.92,4.027847709905089,0.3797555905162889,-0.6250217430389494,0.05431425753875347,0.8355864996328979,-0.540172304864182,-0.08401811778998791,0
4,0,world,0.0,3.995627672295569,0.40735064514740227,-0.6799069408293292,0.06307062499936787,0.8069786193884613,-0.5806234333578136,-0.08765861479550502,0
4,1,world,0.04,3.9566497439130046,0.41586937007819164,-0.6770516957334994,0.06307062499936772,0.8069786193884613,-0.5806234333578136,-0.08765861479550514,0
4,2,world,0.08,3.917671815530441,0.42438809500898106,-0.6741964506376696,0.06307062499936752,0.8069786193884613,-0.5806234333578136,-0.08765861479550528,0
4,3,world,0.12,3.8786606144532034,0.43276662330397814,-0.6713881956442379,0.059844315776495675,0.8074531081390589,-0.5809648293778769,-0.08317453367317862,1
4,4,world,0.16,3.8393709776099265,0.43986294359962236,-0.6690097019274912,0.04751237875057839,0.8090351676212856,-0.5821031257156214,-0.06603500927207819,1
4,5,world,0.2,3.7997518464544564,0.44505879926157793,-0.6672681923097996,0.03428822300467968,0.8103255421857611,-0.583031553918808,-0.04765543599164463,1
4,6,world,0.24,3.759944713529995,0.4487614194861112,-0.666027174631249,0.02457231212526458,0.8110068927118345,-0.5835217875784644,-0.034151791635979936,1
4,7,world,0.28,3.720046701416358,0.45145368048679524,-0.6651248019074728,0.01631323496494798,0.8114089371882741,-0.5838110597339796,-0.022672925445594443,1
