row_index,point_index,frame_id,t,s,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,path_speed,path_acceleration,paint
8,0,world,0.0,0.0,1.136836942301128,0.8266772129095166,-0.612706744690835,-0.7496418160519972,0.40273807192586103,-0.5037391272689656,0.14861387790514255,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0
8,1,world,0.01,9.267150106406774e-06,1.136836165920597,0.8266840023122394,-0.6127130041888207,-0.7496418160520187,0.4027380719258208,-0.5037391272689735,0.1486138779051155,-0.00025503602881849527,0.0022302752832341704,-0.0020562049731174185,-0.0,-0.0,-0.0,0.003044199419629662,0.5,0
8,2,world,0.02,6.470914430289909e-05,1.1368315211177833,0.8267246208435065,-0.612750452492454,-0.749641816052148,0.4027380719255802,-0.5037391272690213,0.14861387790495387,-0.0006739245339132117,0.005893430970162573,-0.005433455753504114,-0.0,-0.0,-0.0,0.008044199419629555,0.5,0
8,3,world,0.03,0.00017015113849905283,1.1368226874299188,0.8268018709316427,-0.6128216733038908,-0.7496418160523939,0.40273807192512256,-0.5037391272691119,0.1486138779046464,-0.0010928130390136365,0.009556586657082023,-0.008810706533899813,-1.321359688334137e-10,2.7616797737569393e-11,6.770556337803005e-11,0.013044199419629449,0.5,0
8,4,world,0.04,0.0003255931326953121,1.1368096648570034,0.8269157525766484,-0.6129266666231314,-0.7496418160527563,0.4027380719244481,-0.5037391272692459,0.14861387790419317,-0.001511701544123318,0.013219742343986955,-0.012187957314310115,-1.8276213875621286e-10,3.8202774277347695e-11,9.36403732332184e-11,0.018044199419629342,0.5,0
8,5,world,0.05,0.0005310351268916769,1.136792453399037,0.8270662657785234,-0.6130654324501761,-0.7496418160532351,0.40273807192355676,-0.5037391272694224,0.14861387790359418,-0.001930590049245804,0.016882898030871802,-0.015565208094740608,-2.3340773758205536e-10,4.8799853047395744e-11,1.1959599977017606e-10,0.023044199419629235,0.5,0
8,6,world,0.06,0.0007864771210879251,1.1367710530560196,0.8272534105372676,-0.6132379707850245,-0.7496418160538305,0.4027380719224483,-0.5037391272696422,0.14861387790284936,-0.0023494785543846427,0.020546053717731,-0.018942458875196893,-2.8406166308058273e-10,5.938582958719758e-11,1.4555023852835298e-10,0.02804419941962913,0.5,0
8,7,world,0.07,0.0010919191152842789,1.1367454638279513,0.8274771868528813,-0.6134442816276768,-0.7496418160545426,0.402738071921123,-0.5037391272699049,0.14861387790195874,-0.0027683670595434573,0.024209209404559635,-0.02231970965568517,-3.3469615967618805e-10,6.998845947237063e-11,1.714892117199459e-10,0.03304419941962991,0.5,0
8,8,world,0.08,0.001447361109480516,1.1367156857148322,0.8277375947253641,-0.6136843649781328,-0.7496418160553712,0.4027380719195807,-0.5037391272702106,0.14861387790092234,-0.0031872555647256473,0.027872365091350847,-0.02569696043620983,-3.853500851747153e-10,8.055778266680306e-11,1.9744900159324593e-10,0.038044199419629804,0.5,0
8,9,world,0.09,0.0018528031036768589,1.136681718716662,0.8280346341547165,-0.6139582208363927,-0.7496418160563163,0.4027380719178214,-0.5037391272705595,0.14861387789974015,-0.003606144069934833,0.03153552077809971,-0.029074211216777064,-4.35998459558007e-10,9.114931032170449e-11,2.2340601590892678e-10,0.0430441994196297,0.5,0
8,10,world,0.1,0.002308245097873307,1.136643562833441,0.8283683051409382,-0.6142658492024566,-0.749641816057378,0.40273807191584515,-0.5037391272709513,0.1486138778984122,-0.0040250325751745655,0.03519867646480066,-0.03245146199739248,-4.866246294810311e-10,1.0175194020689918e-10,2.4934915243691504e-10,0.04804419941962959,0.5,0
8,11,world,0.11,0.002813687092069417,1.136601218065169,0.8287386076840288,-0.614607250076324,-0.7496418160585563,0.4027380719136521,-0.5037391272713859,0.14861387789693847,-0.004443921080448392,0.038861832151448145,-0.03582871277806167,-5.372730038645477e-10,1.1234346786184764e-10,2.752950645224649e-10,0.053044199419629484,0.5,0
8,12,world,0.12,0.003369129086265632,1.1365546844118462,0.829145541783989,-0.6149824234579954,-0.7496418160598511,0.40273807191124195,-0.5037391272718638,0.1486138778953189,-0.004862809585759859,0.04252498783803658,-0.03920596355879022,-5.879269293629625e-10,1.2291279105625656e-10,3.0124236438668024e-10,0.05804419941962938,0.5,0
8,13,world,0.13,0.003974571080461953,1.1365039618734722,0.8295891074408186,-0.6153913693474706,-0.7496418160612625,0.40273807190861494,-0.5037391272723847,0.1486138778935536,-0.005281698091112516,0.04618814352456041,-0.04258321433958374,-6.385697526312432e-10,1.3350986982630458e-10,3.271966031448571e-10,0.06304419941962927,0.5,0
8,14,world,0.14,0.004630013074658157,1.1364490504500475,0.8300693046545173,-0.6158340877447496,-0.7496418160627905,0.4027380719057708,-0.5037391272729485,0.14861387789164246,-0.005700586596509912,0.04985129921101409,-0.045960465120447824,-6.892125758994121e-10,1.441180508265754e-10,3.5315361746053795e-10,0.06804419941962916,0.5,0
8,15,world,0.15,0.005335455068854689,1.136389950141572,0.8305861334250857,-0.6163105786498326,-0.7496418160644349,0.4027380719027098,-0.5037391272735552,0.14861387788958555,-0.006119475101955669,0.05351445489739267,-0.04933771590138866,-7.398553991675896e-10,1.546873740209862e-10,3.7909259065207324e-10,0.07304419941962995,0.5,0
8,16,world,0.16,0.006090897063051104,1.1363266609480454,0.8311395937525233,-0.6168208420627195,-0.749641816066196,0.4027380718994319,-0.5037391272742051,0.14861387788738284,-0.006538363607453184,0.05717761058368929,-0.05271496668241065,-7.904982224360954e-10,1.6527890167595814e-10,4.050523805254885e-10,0.07804419941962984,0.5,0
8,17,world,0.17,0.0068963390572471805,1.136259182869468,0.83172968563683,-0.6173648779834099,-0.7496418160680736,0.40273807189593697,-0.5037391272748979,0.1486138778850344,-0.0069572521130060825,0.06084076626989906,-0.056092217463519986,-8.411521479346225e-10,1.7585932710063682e-10,4.3100384372610383e-10,0.08304419941962973,0.5,0
8,18,world,0.18,0.007751781051443585,1.1361875159058394,0.8323564090780062,-0.6179426864119043,-0.7496418160700677,0.402738071892225,-0.5037391272756339,0.1486138778825401,-0.007376140618617914,0.0645039219560164,-0.05946946824472227,-8.91797746760353e-10,1.86439752525292e-10,4.5694836803275775e-10,0.08804419941962963,0.5,0
8,19,world,0.19,0.008657223045639872,1.1361116600571601,0.8330197640760517,-0.6185542673482025,-0.7496418160721784,0.40273807188829625,-0.5037391272764128,0.14861387787990007,-0.007795029124292223,0.06816707764203575,-0.0628467190260231,-9.424266922409387e-10,1.9704793352560987e-10,4.828942801183075e-10,0.09304419941962952,0.5,0
8,20,world,0.2,0.009612665039836044,1.1360316153234298,0.8337197506309664,-0.6191996207923045,-0.7496418160744057,0.40273807188415045,-0.5037391272772346,0.14861387787711422,-0.008213917630032557,0.07183023332795153,-0.06622396980742806,-9.930776656617204e-10,2.0764936825910396e-10,5.088580791951442e-10,0.09804419941962941,0.5,0
8,21,world,0.21,0.010608839883925691,1.1359481580851796,0.8344495793400275,-0.6198724872462245,-0.749641816076728,0.4027380718798279,-0.5037391272780914,0.1486138778742096,-0.008377770106866833,0.0732631137307708,-0.06754501561557769,-1.01289522507174e-09,2.1178596995083837e-10,5.190004877211176e-10,0.1,-0.0,0
8,22,world,0.22,0.011608839883925803,1.135864380384161,0.835182210477414,-0.6205479374023011,-0.7496418160790591,0.40273807187548877,-0.5037391272789516,0.1486138778712938,-0.008377770107339921,0.07326311373002879,-0.06754501561632385,-1.0128953231713914e-09,2.1176949083212533e-10,5.189945695427406e-10,0.1,-0.0,0
8,23,world,0.23,0.012608839883925693,1.1357806026831425,0.8359148416148003,-0.6212233875583777,-0.7496418160813902,0.4027380718711497,-0.503739127279812,0.148613877868378,-0.00837777010781301,0.07326311372928677,-0.06754501561707,-1.012884220941145e-09,2.1176949083212528e-10,5.189890184276175e-10,0.1,-0.0,0
8,24,world,0.24,0.013608839883925805,1.135696824982124,0.8366474727521869,-0.6218988377144543,-0.7496418160837214,0.40273807186681065,-0.5037391272806722,0.1486138778654623,-0.008377770108286095,0.07326311372854476,-0.06754501561781615,-1.0128842209410322e-09,2.1177504194722483e-10,5.189876306487789e-10,0.1,-0.0,0
