row_index,point_index,frame_id,t,s,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,path_speed,path_acceleration,paint
10,0,world,0.0,0.0,1.9641253487701482,0.17285839432358432,-0.8181102636622314,-0.0120440264024558,-0.7026443099627154,0.7113398493675541,0.011896798173539799,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5,0
10,1,world,0.01,2.5e-05,1.9641003639110224,0.17285926420862835,-0.8181102743616522,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.011896798173539799,-0.004996971825145983,0.0001739770088058131,-2.139884157126274e-06,0.0,0.0,0.0,0.005,0.5,0
10,2,world,0.02,0.0001,1.9640254093336453,0.17286187386376045,-0.8181103064599146,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.011896798173539799,-0.009993943650291966,0.0003479540176116168,-4.279768314252426e-06,0.0,0.0,0.0,0.01,0.5,0
10,3,world,0.03,0.000225,1.9639004850380166,0.17286622328898057,-0.8181103599570184,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.011896798173539799,-0.014990915475437952,0.0005219310264174015,-6.419652471378333e-06,0.0,0.0,0.0,0.015,0.5,0
10,4,world,0.04,0.0004,1.9637255910241365,0.17287231248428878,-0.818110434852964,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.011896798173539799,-0.01998788730058394,0.0006959080352231578,-8.559536628503875e-06,0.0,0.0,0.0,0.02,0.5,0
10,5,world,0.05,0.0006250000000000001,1.9635007272920049,0.17288014144968505,-0.818110531147751,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.0118967981735398,-0.024984859125729925,0.0008698850440288762,-1.0699420785628928e-05,0.0,0.0,0.0,0.025,0.5,0
10,6,world,0.06,0.0009,1.963225893841622,0.17288971018516938,-0.8181106488413796,-0.012044026402455797,-0.7026443099627154,0.7113398493675541,0.0118967981735398,-0.02998183095087591,0.0010438620528345473,-1.2839304942753368e-05,0.0,0.0,0.0,0.03,0.5,0
10,7,world,0.07,0.0012250000000000002,1.9629010906729873,0.17290101869074176,-0.8181107879338498,-0.012044026402455795,-0.7026443099627154,0.7113398493675541,0.0118967981735398,-0.0349788027760219,0.0012178390616401616,-1.4979189099877077e-05,0.0,0.0,0.0,0.035,0.5,0
10,8,world,0.08,0.0016,1.9625263177861014,0.17291406696640219,-0.8181109484251616,-0.012044026402455795,-0.7026443099627154,0.7113398493675541,0.011896798173539804,-0.03997577460116789,0.0013918160704457095,-1.711907325699993e-05,0.0,0.0,0.0,0.04,0.5,0
10,9,world,0.09,0.002025,1.962101575180964,0.1729288550121507,-0.818111130315315,-0.012044026402455792,-0.7026443099627154,0.7113398493675541,0.011896798173539804,-0.04497274642631389,0.0015657930792511814,-1.9258957414121806e-05,0.0,0.0,0.0,0.045,0.5,0
10,10,world,0.1,0.0025000000000000005,1.9616268628575753,0.17294538282798724,-0.81811133360431,-0.012044026402455792,-0.7026443099627154,0.7113398493675541,0.011896798173539806,-0.04996971825145989,0.0017397700880565686,-2.1398841571242585e-05,0.0,0.0,0.0,0.05,0.5,0
10,11,world,0.11,0.003025,1.9611021808159348,0.17296365041391185,-0.8181115582921464,-0.01204402640245579,-0.7026443099627154,0.7113398493675541,0.011896798173539806,-0.05496669007660589,0.0019137470968618605,-2.3538725728362138e-05,0.0,0.0,0.0,0.055,0.5,0
10,12,world,0.12,0.0036,1.960527529056043,0.1729836577699245,-0.8181118043788245,-0.01204402640245579,-0.7026443099627154,0.7113398493675541,0.01189679817353981,-0.05996366190175189,0.0020877241056670485,-2.567860988548035e-05,0.0,0.0,0.0,0.06,0.5,0
10,13,world,0.13,0.0042250000000000005,1.9599029075778998,0.17300540489602523,-0.8181120718643442,-0.012044026402455789,-0.7026443099627154,0.7113398493675541,0.011896798173539811,-0.0649606337268979,0.002261701114472123,-2.7818494042597095e-05,0.0,0.0,0.0,0.065,0.5,0
10,14,world,0.14,0.004900000000000001,1.9592283163815052,0.17302889179221403,-0.8181123607487054,-0.012044026402455785,-0.7026443099627154,0.7113398493675541,0.011896798173539811,-0.06995760555204392,0.002435678123277074,-2.9958378199712253e-05,0.0,0.0,0.0,0.07,0.5,0
10,15,world,0.15,0.005625,1.958503755466859,0.17305411845849086,-0.8181126710319081,-0.012044026402455783,-0.7026443099627154,0.7113398493675541,0.011896798173539813,-0.07495457737718993,0.0026096551320818925,-3.2098262356825694e-05,0.0,0.0,0.0,0.075,0.5,0
10,16,world,0.16,0.0064,1.9577292248339613,0.17308108489485577,-0.8181130027139525,-0.012044026402455783,-0.7026443099627154,0.7113398493675541,0.011896798173539816,-0.07995154920233595,0.0027836321408865688,-3.4238146513937314e-05,0.0,0.0,0.0,0.08,0.5,0
10,17,world,0.17,0.007225000000000001,1.9569047244828122,0.17310979110130872,-0.8181133557948385,-0.01204402640245578,-0.7026443099627154,0.7113398493675541,0.011896798173539818,-0.084948521027482,0.0029576091496910945,-3.637803067104698e-05,0.0,0.0,0.0,0.085,0.5,0
10,18,world,0.18,0.0081,1.9560302544134118,0.17314023707784976,-0.8181137302745659,-0.012044026402455778,-0.7026443099627154,0.7113398493675541,0.011896798173539821,-0.08994549285262801,0.0031315861584954576,-3.851791482815455e-05,0.0,0.0,0.0,0.09,0.5,0
10,19,world,0.19,0.009025,1.9551058146257596,0.1731724228244788,-0.818114126153135,-0.012044026402455776,-0.7026443099627154,0.7113398493675541,0.011896798173539823,-0.09494246467777406,0.0033055631672996516,-4.065779898525994e-05,0.0,0.0,0.0,0.095,0.5,0
10,20,world,0.2,0.010000000000000002,1.9541314051198562,0.17320634834119594,-0.8181145434305457,-0.012044026402455773,-0.7026443099627154,0.7113398493675541,0.011896798173539825,-0.09993943650292011,0.003479540176103665,-4.279768314236301e-05,0.0,0.0,0.0,0.1,0.0,0
10,21,world,0.21,0.011,1.9531320107548271,0.17324114374295713,-0.8181149714073771,-0.012044026402455771,-0.7026443099627154,0.7113398493675541,0.011896798173539828,-0.09993943650292014,0.003479540176102402,-4.279768314234672e-05,0.0,0.0,0.0,0.1,0.0,0
10,22,world,0.22,0.012,1.9521326163897978,0.17327593914471828,-0.8181153993842085,-0.012044026402455766,-0.7026443099627154,0.7113398493675541,0.01189679817353983,-0.0999394365029202,0.003479540176101139,-4.279768314233043e-05,0.0,0.0,0.0,0.1,0.0,0
10,23,world,0.23,0.013000000000000001,1.9511332220247686,0.17331073454647944,-0.8181158273610399,-0.012044026402455763,-0.7026443099627154,0.7113398493675541,0.011896798173539834,-0.09993943650292024,0.003479540176099876,-4.279768314231414e-05,0.0,0.0,0.0,0.1,0.0,0
10,24,world,0.24,0.014,1.9501338276597395,0.1733455299482406,-0.8181162553378714,-0.01204402640245576,-0.7026443099627154,0.7113398493675541,0.011896798173539835,-0.09993943650292028,0.003479540176098613,-4.279768314229785e-05,0.0,0.0,0.0,0.1,0.0,0
10,25,world,0.25,0.015000000000000001,1.9491344332947103,0.17338032535000178,-0.8181166833147028,-0.012044026402455759,-0.7026443099627154,0.7113398493675541,0.011896798173539837,-0.09993943650292032,0.00347954017609735,-4.279768314228156e-05,0.0,0.0,0.0,0.1,0.0,0
10,26,world,0.26,0.016,1.948135038929681,0.17341512075176294,-0.8181171112915342,-0.012044026402455756,-0.7026443099627154,0.7113398493675541,0.01189679817353984,-0.09993943650292036,0.003479540176096087,-4.279768314226527e-05,0.0,0.0,0.0,0.1,0.0,0
10,27,world,0.27,0.017,1.947135644564652,0.1734499161535241,-0.8181175392683656,-0.012044026402455754,-0.7026443099627154,0.7113398493675541,0.011896798173539846,-0.09993943650292042,0.003479540176094824,-4.279768314224898e-05,0.0,0.0,0.0,0.1,0.0,0
10,28,world,0.28,0.018000000000000002,1.9461362501996227,0.17348471155528525,-0.818117967245197,-0.01204402640245575,-0.7026443099627154,0.7113398493675541,0.011896798173539848,-0.09993943650292046,0.0034795401760935613,-4.2797683142232694e-05,0.0,0.0,0.0,0.1,0.0,0
