row_index,point_index,frame_id,t,s,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,path_speed,path_acceleration,paint
9,0,world,0.0,0.0,1.0744714089472074,2.0630904264928636,-0.6792568364203688,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0
9,1,world,0.01,7.33626610860405e-06,1.0744781435631798,2.063088140300782,-0.6792550366776408,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.0024864246230335042,-0.0008440636121514697,0.0006644661926434696,-0.0,-0.0,-0.0,0.00270855424692798,0.5,0
9,2,world,0.02,5.942180857787527e-05,1.0745259575493484,2.0630719089437153,-0.6792422589818883,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.0070763726106990886,-0.0024022078012673077,0.0018910729578526869,-0.0,-0.0,-0.0,0.007708554246928762,0.5,0
9,3,world,0.03,0.00016150735104702996,1.0746196710153937,2.063040096144757,-0.6792172152184838,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.011666320598363778,-0.003960351990380304,0.0031176797230616283,-0.0,-0.0,-0.0,0.012708554246927767,0.5,0
9,4,world,0.04,0.0003135928935165122,1.0747592839613158,2.0629927019039074,-0.679179905387427,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.016256268586031308,-0.005518496179490079,0.004344286488271268,-0.0,-0.0,-0.0,0.01770855424692855,0.5,0
9,5,world,0.05,0.0005156784359856559,1.0749447963871142,2.0629297262211668,-0.6791303294887183,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.02084621657369889,-0.007076640368594045,0.005570893253480839,-0.0,-0.0,-0.0,0.022708554246927554,0.5,0
9,6,world,0.06,0.0007677639784549051,1.0751762082927894,2.062851169096535,-0.6790684875223575,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.02543616456137027,-0.008634784557691823,0.0067975000186913164,-0.0,-0.0,-0.0,0.027708554246928335,0.5,0
9,7,world,0.07,0.0010698495209242598,1.0754535196783415,2.0627570305300122,-0.6789943794883446,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329965,0.03002611254904266,-0.01019292874678082,0.00802410678390193,-0.0,-0.0,-0.0,0.03270855424692734,0.5,0
9,8,world,0.08,0.001421935063393498,1.07577673054377,2.062647310521598,-0.6789080053866796,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.03461606053671979,-0.011751072935860661,0.009250713549113658,-0.0,-0.0,-0.0,0.03770855424692812,0.5,0
9,9,world,0.09,0.0018240206058628416,1.0761458408890752,2.0625220090712926,-0.6788093652173625,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.03920600852440051,-0.013309217124929305,0.010477320314326166,-0.0,-0.0,-0.0,0.042708554246928904,0.5,0
9,10,world,0.1,0.002276106148332069,1.076560850714257,2.0623811261790963,-0.6786984589803933,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.04379595651208368,-0.01486736131398472,0.011703927079539125,-0.0,-0.0,-0.0,0.04770855424692791,0.5,0
9,11,world,0.11,0.0027781916908014015,1.0770217600193155,2.0622246618450086,-0.6785752866757719,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329954,0.048385904499773015,-0.01642550550302652,0.012930533844753504,-0.0,-0.0,-0.0,0.05270855424692869,0.5,0
9,12,world,0.12,0.0033302772332706176,1.0775285688042504,2.06205261606903,-0.6784398483034986,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329965,0.052975852487465745,-0.01798364969205212,0.01415714060996854,-0.0,-0.0,-0.0,0.057708554246927696,0.5,0
9,13,world,0.13,0.003932362775739939,1.0780812770690624,2.06186498885116,-0.6782921438635732,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.057565800475165595,-0.019541793881061142,0.015383747375185207,-0.0,-0.0,-0.0,0.06270855424692848,0.5,0
9,14,world,0.14,0.0045844483182091444,1.0786798848137507,2.061661780191399,-0.6781321733559956,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.062155748462869795,-0.02109993807005099,0.016610354140402735,-0.0,-0.0,-0.0,0.06770855424692748,0.5,0
9,15,world,0.15,0.005286533860678455,1.0793243920383158,2.0614429900897466,-0.6779599367807659,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.06674569645058208,-0.022658082259021294,0.017836960905622104,-0.0,-0.0,-0.0,0.07270855424692826,0.5,0
9,16,world,0.16,0.006038619403147871,1.0800147987427575,2.0612086185462033,-0.6777754341378842,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329954,0.07133564443830127,-0.02421622644797001,0.019063567670842975,-0.0,-0.0,-0.0,0.07770855424692905,0.5,0
9,17,world,0.17,0.006840704945617171,1.080751104927076,2.060958665560769,-0.6775786654273503,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329965,0.07592559242602626,-0.0257743706368951,0.02029017443606502,-0.0,-0.0,-0.0,0.08270855424692805,0.5,0
9,18,world,0.18,0.007692790488086576,1.081533310591271,2.060693131133443,-0.6773696306491644,0.5546170851090793,0.5647012997875807,-0.44651787716279073,-0.41729380093329954,0.08051554041376073,-0.027332514825796198,0.021516781201289213,-0.0,-0.0,-0.0,0.08770855424692883,0.5,0
9,19,world,0.19,0.00859487603055542,1.0823614157353423,2.0604120152642262,-0.6771483298033265,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329954,0.08510548840150194,-0.02889065901467069,0.02274338796651479,-0.0,-0.0,-0.0,0.09270855424692784,0.5,0
9,20,world,0.2,0.009546961573025037,1.0832354203592909,2.060115317953118,-0.6769147628898363,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.41729380093329954,0.0896954363892536,-0.03044880320351822,0.023969994731742716,-0.0,-0.0,-0.0,0.09770855424692862,0.5,0
9,21,world,0.21,0.01054171084938571,1.0841485898471435,2.0598053253922,-0.6766707296514222,0.5546170851090794,0.5647012997875807,-0.44651787716279073,-0.4172938009332996,0.09179895975396118,-0.031162883780242796,0.02453213530432481,-0.0,-0.0,-0.0,0.1,-0.0,0
